Course	Room	Teacher	Time	Students
006024	PK338	0301909	82	1059804 1079289 1155839 1162423 1162443 3063119 3065332 3068181 3068444 3080546 3082370 3083995 3086455 3092781 3093246 3094263 3098317 3099184 3099423 3099745 3100415 3104489 3105219 3105866 3106403 3110627 3118090 3120137 3121582 3122857 3123316 3125127 3125873 3126731 3149019 3150160 3151640 3152572 3152667 3153713 3155695 3158474 3173283 3177165 3180821 3181938 3185122 3185376 3185620 3188793 3189051 3191210 3191285 3191834 3192657 3193161 3193288 3193776 3193996 3203991 3204279 3204517 3205324 3205454 3208714 3209843 3210000 3211335 3211360 3211727 3213412 3213727 3214138 3215666 3216906 3217313 3218679 
008437	PK227	0031619	117	1060531 1074374 1076743 1136656 3062862 3093050 3098224 3217408 
008792	CARP25	0031572	115	1068696 1079912 3065312 3068167 3070830 3088052 
007364	TH110	0031611	95	1068953 1082986 1162423 1164327 3073017 3079887 3080512 3080943 3082959 3083207 3085302 3085407 3086240 3087117 3090325 3094527 3095391 3097009 3097153 3121966 3126639 3126930 3142378 3152572 3152788 3177063 3177388 3189051 3192437 3193672 3204153 3210074 3211081 3211360 3212787 3213968 3215769 3216420 3217415 
004040	TAYB	0854975	119	1069205 1076743 1097091 3062958 3072097 3080405 3085302 3085596 3097153 3104777 3126602 3217540 
002872	EHLEC	1084458	116	1069299 1092084 1164777 3086240 3171506 3191191 
005853	GIL101	0031416	115	1069299 1155110 3106446 3188887 3191191 
008496	TAYE	0031619	116	1069425 1072725 1163270 
010966	GOA	0775640	117	1069425 1103971 1133642 3086192 3098983 
001157	GOA	1051497	116	1070296 3104870 3163183 3213968 
009240	EHII	0138190	116	1070930 1072820 1079912 
004036	GOCOM	0163316	95	1071068 3063573 3081698 3191834 3216898 
006874	TAYG	0750235	116	1071077 1092551 1153307 3063573 
002368	TH110	1051497	9	1073211 1133589 3066736 3075252 3082314 3082959 3087948 3088147 3088433 3089542 3090058 3090375 3094700 3095460 3095867 3098284 3104777 3105866 3119630 3121782 3122181 3126602 3126772 3151195 3165880 3166656 3185122 3189715 3192657 3205491 3209936 3210027 3211396 3211478 3211643 3212293 3217371 
004276	TAYB	3318666	83	1081058 3105292 3121199 3122857 3152623 3177165 3191198 3211393 
004665	TH251	1137952	118	1076479 1130377 1133642 1134731 1143180 1162792 3061460 3068444 3078232 3079855 3081988 3098240 3216898 3217434 3218135 
